Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,
103,113,29390,"Pryce, Deborah",2,12,200,1/5/93,1/3/95,0,1,3,1,2,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29341,"Linder, John",2,13,200,1/5/93,1/3/95,0,1,2,1,2,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29365,"Knollenberg, Joe",2,14,200,1/5/93,1/3/95,0,1,2,1,2,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29374,"Lazio, Rick A.",2,15,200,1/5/93,1/3/95,0,1,2,1,1,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29367,"Grams, Rod",2,16,200,1/5/93,1/3/95,0,1,2,1,0,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29301,"Bachus, Spencer",2,17,200,1/5/93,1/3/95,0,1,2,1,1,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29314,"Huffington, Michael",2,18,200,1/5/93,1/3/95,0,1,2,1,0,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29327,"Castle, Michael N.",2,19,200,1/5/93,1/3/95,0,1,2,1,1,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29375,"King, Peter T.",2,20,200,1/5/93,1/3/95,0,1,3,1,1,,"Banking, Finance, and Urban Affairs",,,,,
103,113,29147,"Sanders, Bernard",3,1,328,2/18/93,1/3/95,0,2,2,1,1,,"Banking, Finance, and Urban Affairs",,,,,
103,115,14444,"Panetta, Leon E.",1,1,100,1/5/93,1/21/93,12,3,2,6,0,,BUDGET,,,,,
103,115,14421,"Gephardt, Richard A.",1,2,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,14430,"Kildee, Dale E.",1,3,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,14405,"Beilenson, Anthony C.",1,4,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,14656,"Sabo, Martin Olav",1,5,100,1/5/93,1/3/95,13,3,2,1,1,,BUDGET,,,,Elected chair 1/25/1993 by H. Res. 39.,
103,115,15005,"Berman, Howard L.",1,6,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,15077,"Wise, Robert E., Jr.",1,7,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,15013,"Bryant, John",1,8,100,1/5/93,1/3/95,0,3,2,1,2,,BUDGET,,,,,
103,115,15064,"Spratt, John M., Jr.",1,9,100,1/5/93,2/18/93,0,3,2,2,2,,BUDGET,,,,Appointed subcommittee chair on Government Operations,
103,115,14664,"Stenholm, Charles W.",1,10,100,1/5/93,1/3/95,0,2,2,1,1,,BUDGET,,,,,
103,115,14824,"Frank, Barney",1,11,100,1/5/93,1/3/95,0,2,2,1,2,,BUDGET,,,,,
103,115,15019,"Cooper, Jim",1,12,100,1/5/93,1/3/95,0,2,3,1,0,,BUDGET,,,,,
103,115,15444,"Slaughter, Louise M.",1,13,100,1/5/93,1/3/95,0,2,4,1,1,,BUDGET,,,,,
103,115,15617,"Parker, Mike",1,14,100,1/5/93,1/3/95,0,2,2,1,1,,BUDGET,,,,,
103,115,14808,"Coyne, William J.",1,15,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,14877,"Kennelly, Barbara B.",1,16,100,1/5/93,1/3/95,0,1,2,1,2,,BUDGET,,,,,
103,115,15001,"Andrews, Michael A.",1,17,100,1/5/93,1/3/95,0,1,2,1,0,,BUDGET,,,,,
103,115,15083,"Mollohan, Alan B.",1,18,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15100,"Gordon, Bart",1,19,100,1/5/93,1/3/95,0,1,2,1,2,,BUDGET,,,,,
103,115,15438,"Price, David E.",1,20,100,1/5/93,1/3/95,0,1,3,1,0,,BUDGET,,,,,
103,115,15453,"Costello, Jerry F.",1,21,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15609,"Johnston, Harry A., II",1,22,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,10757,"Mink, Patsy T.",1,23,100,1/5/93,1/3/95,0,1,4,1,1,,BUDGET,,,,,
103,115,29146,"Orton, Bill",1,24,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29140,"Blackwell, Lucien E.",1,25,100,1/5/93,1/3/95,0,1,2,1,0,,BUDGET,,,,,
103,115,29384,"Pomeroy, Earl",1,26,100,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15030,"Kasich, John R.",2,1,200,1/5/93,1/3/95,21,3,2,1,1,,BUDGET,,,,,
103,115,15108,"McMillan, J. Alex",2,2,200,1/5/93,1/3/95,0,2,2,1,0,,BUDGET,,,,,
103,115,15105,"Kolbe, Jim",2,3,200,1/5/93,1/3/95,0,2,2,1,1,,BUDGET,,,,,
103,115,15449,"Shays, Christopher",2,4,200,1/5/93,1/3/95,0,2,3,1,1,,BUDGET,,,,,
103,115,14661,"Snowe, Olympia J.B.",2,5,200,1/5/93,1/3/95,0,1,2,1,0,,BUDGET,,,,,
103,115,15445,"Smith, Lamar S.",2,6,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15601,"Cox, C. Christopher",2,7,200,1/5/93,1/3/95,0,1,2,1,2,,BUDGET,,,,,
103,115,29108,"Allard, Wayne R.",2,8,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29333,"Miller, Dan",2,9,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29374,"Lazio, Rick A.",2,10,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29371,"Franks, Bob",2,11,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29364,"Smith, Nick",2,12,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,39300,"Inglis, Bob",2,13,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29388,"Hoke, Martin R.",2,14,200,1/5/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15420,"Herger, Wally",2,15,200,1/26/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15406,"Bunning, Jim",2,16,200,1/26/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29136,"Hobson, David L.",2,17,200,1/26/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,15632,"Browder, Glen",6,1,100,3/3/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,115,29309,"Woolsey, Lynn",6,2,100,3/3/93,1/3/95,0,1,2,1,1,,BUDGET,,,,,
103,120,14053,"Stark, Fortney Pete",1,1,100,1/27/93,1/3/95,11,8,4,1,4,,District of Columbia,,,,,
103,120,15076,"Wheat, Alan",1,2,100,2/18/93,1/3/95,0,5,2,1,0,,District of Columbia,,,,,
103,120,15613,"McDermott, James A.",1,3,100,2/18/93,1/3/95,0,3,2,1,4,,District of Columbia,,,,,
103,120,70303,"Norton, Eleanor Holmes",1,4,100,2/18/93,1/3/95,0,2,2,1,4,,District of Columbia,,,,,
103,120,15033,"Levin, Sander M.",1,5,100,2/18/93,3/2/93,0,2,2,3,4,,District of Columbia,,,,,
103,120,15431,"Lewis, John R.",1,6,100,2/18/93,1/3/95,0,1,2,1,4,,District of Columbia,,,,,
103,120,29120,"Jefferson, William J.",1,7,100,2/18/93,1/3/95,0,1,2,1,4,,District of Columbia,,,,,
103,120,14802,"Bliley, Thomas J., Jr.",2,1,200,1/5/93,1/3/95,21,7,2,1,4,,District of Columbia,,,,,
103,120,15621,"Rohrabacher, Dana",2,2,200,1/5/93,1/3/95,0,4,2,1,4,,District of Columbia,,,,,
103,120,15112,"Saxton, H. James",2,3,200,1/5/93,1/3/95,0,1,2,1,4,,District of Columbia,,,,,
103,120,15402,"Ballenger, Cass",2,4,200,2/4/93,1/3/95,0,1,2,1,4,,District of Columbia,,,,,
103,120,13011,"Dellums, Ronald V.",6,1,100,4/22/93,1/3/95,0,1,4,1,4,,District of Columbia,,,,,
103,124,10727,"Ford, William D.",1,1,100,1/5/93,1/3/95,11,15,2,1,0,,Education and Labor,,,,,
103,124,12009,"Clay, William L.",1,2,100,1/5/93,1/3/95,0,13,2,1,1,,Education and Labor,,,,,
103,124,14256,"Miller, George",1,3,100,1/5/93,1/3/95,0,9,2,1,1,,Education and Labor,,,,,
103,124,14441,"Murphy, Austin J.",1,4,100,1/5/93,1/3/95,0,9,2,1,0,,Education and Labor,,,,,
103,124,14430,"Kildee, Dale E.",1,5,100,1/5/93,1/3/95,0,9,2,1,1,,Education and Labor,,,,,
103,124,14672,"Williams, Pat",1,6,100,1/5/93,1/3/95,0,8,2,1,1,,Education and Labor,,,,,
103,124,14879,"Martinez, Matthew G.",1,7,100,1/5/93,1/3/95,0,7,2,1,1,,Education and Labor,,,,,
103,124,15050,"Owens, Major R.",1,8,100,1/5/93,1/3/95,0,6,2,1,1,,Education and Labor,,,,,
103,124,15442,"Sawyer, Thomas C.",1,9,100,1/5/93,1/3/95,0,4,2,1,1,,Education and Labor,,,,,
103,124,15619,"Payne, Donald M.",1,10,100,1/5/93,1/3/95,0,3,2,1,1,,Education and Labor,,,,,
103,124,15629,"Unsoeld, Jolene",1,11,100,1/5/93,1/3/95,0,3,2,1,0,,Education and Labor,,,,,
103,124,10757,"Mink, Patsy T.",1,12,100,1/5/93,1/3/95,0,3,4,1,1,,Education and Labor,,,,,
103,124,29132,"Andrews, Robert E.",1,13,100,1/5/93,1/3/95,0,2,4,1,1,,Education and Labor,,,,,
103,124,29142,"Reed, John F.",1,14,100,1/5/93,1/3/95,0,2,2,1,1,,Education and Labor,,,,,
103,124,29117,"Roemer, Timothy J.",1,15,100,1/5/93,1/3/95,0,2,2,1,1,,Education and Labor,,,,,
103,124,15603,"Engel, Eliot L.",1,16,100,1/5/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,124,29316,"Becerra, Xavier",1,17,100,1/5/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,124,39307,"Scott, Robert C.",1,18,100,1/5/93,1/3/95,0,1,3,1,1,,Education and Labor,,,,,
103,124,39304,"Green, Gene",1,19,100,1/5/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,124,29309,"Woolsey, Lynn",1,20,100,1/5/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,124,70304,"Romero-Barcelo, Carlos",1,21,100,1/5/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,124,29395,"Klink, Ron",1,22,100,1/5/93,1/3/95,0,1,2,1,2,,Education and Labor,,,,,
103,124,29304,"English, Karan",1,23,100,1/5/93,1/3/95,0,1,2,1,0,,Education and Labor,,,,,
103,124,29387,"Strickland, Ted",1,24,100,1/5/93,1/3/95,0,1,2,1,0,,Education and Labor,,,,,
103,124,70301,"de Lugo, Ron",1,25,100,1/21/93,1/3/95,0,2,2,1,0,,Education and Labor,,,,Retired,
103,124,70302,"Faleomavaega, Eni F. H.",1,26,100,1/21/93,1/3/95,0,1,2,1,2,,Education and Labor,,,,,
103,124,29353,"Baesler, Scotty",1,27,100,1/21/93,1/3/95,0,1,2,1,2,,Education and Labor,,,,,
103,124,14288,"Goodling, William F.",2,1,200,1/5/93,1/3/95,21,10,2,1,1,,Education and Labor,,,,,
103,124,14675,"Petri, Thomas E.",2,2,200,1/5/93,1/3/95,0,8,2,1,1,,Education and Labor,,,,,
103,124,14855,"Roukema, Margaret",2,3,200,1/5/93,1/3/95,0,7,2,1,1,,Education and Labor,,,,,
103,124,14827,"Gunderson, Steven",2,4,200,1/5/93,1/3/95,0,7,2,1,1,,Education and Labor,,,,,
103,124,15125,"Armey, Richard K.",2,5,200,1/5/93,1/3/95,0,5,2,1,2,,Education and Labor,,,,,
103,124,15098,"Fawell, Harris W.",2,6,200,1/5/93,1/3/95,0,5,2,1,1,,Education and Labor,,,,,
103,124,15103,"Henry, Paul B.",2,7,200,1/5/93,7/31/93,0,5,2,5,0,,Education and Labor,,,,,
103,124,15402,"Ballenger, Cass",2,8,200,1/5/93,1/3/95,0,4,2,1,1,,Education and Labor,,,,,
103,124,14846,"Molinari, Susan",2,9,200,1/5/93,1/3/95,0,2,2,1,2,,Education and Labor,,,,,
103,124,29129,"Barrett, Bill",2,10,200,1/5/93,1/3/95,0,2,2,1,1,,Education and Labor,,,,,
103,124,29137,"Boehner, John A.",2,11,200,1/5/93,1/3/95,0,2,3,1,2,,Education and Labor,,,,,
103,124,29107,"Cunningham, Randy (Duke)",2,12,200,1/5/93,1/3/95,0,2,2,1,1,,Education and Labor,,,,,
103,124,29361,"Hoekstra, Peter",2,13,200,1/5/93,1/3/95,0,1,3,1,1,,Education and Labor,,,,,
103,124,29315,"McKeon, Howard P. (Buck)",2,14,200,1/5/93,1/3/95,0,1,3,1,1,,Education and Labor,,,,,
103,124,29333,"Miller, Dan",2,15,200,1/5/93,1/3/95,0,1,2,1,2,,Education and Labor,,,,,
103,124,70305,"Underwood, Robert A.",4,28,100,4/22/93,1/3/95,0,1,2,1,2,,Education and Labor,,,,,
103,124,29327,"Castle, Michael N.",7,1,200,10/4/93,1/3/95,0,1,2,1,1,,Education and Labor,,,,,
103,128,2605,"Dingell, John D., Jr.",1,1,100,1/5/93,1/3/95,11,19,2,1,1,,Energy and Commerce,,,,,
103,128,14280,"Waxman, Henry A.",1,2,100,1/5/93,1/3/95,0,10,2,1,1,,Energy and Commerce,,,,,
103,128,14274,"Sharp, Philip R.",1,3,100,1/5/93,1/3/95,0,10,2,1,0,,Energy and Commerce,,,,,
103,128,14435,"Markey, Edward J.",1,4,100,1/5/93,1/3/95,0,9,2,1,1,,Energy and Commerce,,,,,
103,128,14666,"Swift, Allan B.",1,5,100,1/5/93,1/3/95,0,8,2,1,0,,Energy and Commerce,,,,,
103,128,14068,"Collins, Cardiss",1,6,100,1/5/93,1/3/95,0,7,3,1,1,,Energy and Commerce,,,,,
103,128,14667,"Synar, Michael L.",1,7,100,1/5/93,1/3/95,0,7,2,1,0,,Energy and Commerce,,,,,
103,128,14679,"Tauzin, W. J. (Billy)",1,8,100,1/5/93,1/3/95,0,7,3,1,1,,Energy and Commerce,,,,,
103,128,14871,"Wyden, Ron",1,9,100,1/5/93,1/3/95,0,7,2,1,1,,Energy and Commerce,,,,,
103,128,14828,"Hall, Ralph M.",1,10,100,1/5/93,1/3/95,0,7,3,1,1,,Energy and Commerce,,,,,
103,128,15055,"Richardson, Bill",1,11,100,1/5/93,1/3/95,0,6,2,1,1,,Energy and Commerce,,,,,
103,128,15061,"Slattery, Jim",1,12,100,1/5/93,1/3/95,0,6,2,1,0,,Energy and Commerce,,,,,
103,128,15013,"Bryant, John",1,13,100,1/5/93,1/3/95,0,6,2,1,1,,Energy and Commerce,,,,,
103,128,15010,"Boucher, Frederick C.",1,14,100,1/5/93,1/3/95,0,4,2,1,1,,Energy and Commerce,,,,,
103,128,15019,"Cooper, Jim",1,15,100,1/5/93,1/3/95,0,4,2,1,0,,Energy and Commerce,,,,,
103,128,15057,"Rowland, J. Roy",1,16,100,1/5/93,1/3/95,0,3,2,1,0,,Energy and Commerce,,,,,
103,128,15107,"Manton, Thomas J.",1,17,100,1/5/93,1/3/95,0,3,2,1,1,,Energy and Commerce,,,,,
103,128,15072,"Towns, Edolphus",1,18,100,1/5/93,1/3/95,0,3,3,1,1,,Energy and Commerce,,,,,
103,128,14055,"Studds, Gerry E.",1,19,100,1/5/93,1/3/95,0,2,2,1,1,,Energy and Commerce,,,,,
103,128,15032,"Lehman, Richard H.",1,20,100,1/5/93,1/3/95,0,2,2,1,0,,Energy and Commerce,,,,,
103,128,15454,"Pallone, Frank, Jr.",1,21,100,1/5/93,1/3/95,0,1,3,1,1,,Energy and Commerce,,,,,
103,128,29145,"Washington, Craig",1,22,100,1/5/93,1/3/95,0,1,2,1,0,,Energy and Commerce,,,,,
103,128,29324,"Schenk, Lynn",1,23,100,1/5/93,1/3/95,0,1,2,1,0,,Energy and Commerce,,,,,
103,128,29389,"Brown, Sherrod",1,24,100,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,39313,"Kreidler, Mike",1,25,100,1/5/93,1/3/95,0,1,2,1,0,,Energy and Commerce,,,,,
103,128,29398,"Margolies-Mezvinsky, Marjorie",1,26,100,1/5/93,1/3/95,0,1,2,1,0,,Energy and Commerce,,,,,
103,128,29305,"Lambert, Blanche",1,27,100,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,14040,"Moorhead, Carlos J.",2,1,200,1/5/93,1/3/95,21,10,2,1,1,,Energy and Commerce,,,,,
103,128,14802,"Bliley, Thomas J., Jr.",2,2,200,1/5/93,1/3/95,0,7,2,1,1,,Energy and Commerce,,,,,
103,128,14822,"Fields, Jack",2,3,200,1/5/93,1/3/95,0,6,2,1,1,,Energy and Commerce,,,,,
103,128,14875,"Oxley, Michael G.",2,4,200,1/5/93,1/3/95,0,6,2,1,1,,Energy and Commerce,,,,,
103,128,15006,"Bilirakis, Michael",2,5,200,1/5/93,1/3/95,0,5,2,1,1,,Energy and Commerce,,,,,
103,128,15058,"Schaefer, Daniel L.",2,6,200,1/5/93,1/3/95,0,5,2,1,1,,Energy and Commerce,,,,,
103,128,15085,"Barton, Joe L.",2,7,200,1/5/93,1/3/95,0,4,2,1,1,,Energy and Commerce,,,,,
103,128,15108,"McMillan, J. Alex",2,8,200,1/5/93,1/3/95,0,3,2,1,0,,Energy and Commerce,,,,,
103,128,15417,"Hastert, J. Dennis",2,9,200,1/5/93,1/3/95,0,2,3,1,1,,Energy and Commerce,,,,,
103,128,15446,"Upton, Frederick S.",2,10,200,1/5/93,1/3/95,0,2,2,1,1,,Energy and Commerce,,,,,
103,128,15627,"Stearns, Clifford B.",2,11,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,15618,"Paxon, L. William",2,12,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,15604,"Gillmor, Paul E.",2,13,200,1/5/93,1/3/95,0,1,3,1,1,,Energy and Commerce,,,,,
103,128,29150,"Klug, Scott L.",2,14,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,29110,"Franks, Gary",2,15,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,29397,"Greenwood, James C.",2,16,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,128,29345,"Crapo, Michael D.",2,17,200,1/5/93,1/3/95,0,1,2,1,1,,Energy and Commerce,,,,,
103,134,10732,"Hamilton, Lee H.",1,1,100,1/5/93,1/3/95,11,15,2,1,1,,Foreign Affairs,,,,,
103,134,14825,"Gejdenson, Sam",1,2,100,1/5/93,1/3/95,0,7,2,1,1,,Foreign Affairs,,,,,
103,134,14837,"Lantos, Tom",1,3,100,1/5/93,1/3/95,0,7,2,1,1,,Foreign Affairs,,,,,
103,134,15071,"Torricelli, Robert G.",1,4,100,1/5/93,1/3/95,0,6,2,1,1,,Foreign Affairs,,,,,
103,134,15005,"Berman, Howard L.",1,5,100,1/5/93,1/3/95,0,6,2,1,1,,Foreign Affairs,,,,,
103,134,15000,"Ackerman, Gary L.",1,6,100,1/5/93,1/3/95,0,6,2,1,1,,Foreign Affairs,,,,,
103,134,15609,"Johnston, Harry A., II",1,7,100,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,15603,"Engel, Eliot L.",1,8,100,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,70302,"Faleomavaega, Eni F. H.",1,9,100,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,14265,"Oberstar, James L.",1,10,100,1/5/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,134,14858,"Schumer, Charles E.",1,11,100,1/5/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,134,14879,"Martinez, Matthew G.",1,12,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,15008,"Borski, Robert A.",1,13,100,1/5/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,134,15619,"Payne, Donald M.",1,14,100,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,29132,"Andrews, Robert E.",1,15,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29373,"Menendez, Robert",1,16,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29389,"Brown, Sherrod",1,17,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29344,"McKinney, Cynthia A.",1,18,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,39310,"Cantwell, Maria",1,19,100,1/5/93,1/3/95,0,1,2,1,0,,Foreign Affairs,,,,,
103,134,29337,"Hastings, Alcee L.",1,20,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29391,"Fingerhut, Eric D.",1,21,100,1/5/93,1/3/95,0,1,2,1,0,,Foreign Affairs,,,,,
103,134,29335,"Deutsch, Peter",1,22,100,1/5/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,134,29355,"Wynn, Albert R.",1,23,100,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,10583,"Edwards, Don",1,24,100,1/21/93,1/3/95,0,1,2,1,0,,Foreign Affairs,,,,,
103,134,15041,"McCloskey, Francis X.",1,25,100,1/21/93,1/3/95,0,2,2,1,0,,Foreign Affairs,,,,,
103,134,15442,"Sawyer, Thomas C.",1,26,100,1/21/93,1/3/95,0,2,2,1,2,,Foreign Affairs,,,,,
103,134,14015,"Gilman, Benjamin A.",2,1,200,1/5/93,1/3/95,21,11,2,1,1,,Foreign Affairs,,,,,
103,134,14288,"Goodling, William F.",2,2,200,1/5/93,1/3/95,0,9,4,1,1,,Foreign Affairs,,,,,
103,134,14432,"Leach, James A.S.",2,3,200,1/5/93,1/3/95,0,7,2,1,1,,Foreign Affairs,,,,,
103,134,14655,"Roth, Tobias A.",2,4,200,1/5/93,1/3/95,0,7,2,1,1,,Foreign Affairs,,,,,
103,134,14661,"Snowe, Olympia J.B.",2,5,200,1/5/93,1/3/95,0,7,2,1,0,,Foreign Affairs,,,,,
103,134,14239,"Hyde, Henry J.",2,6,200,1/5/93,1/3/95,0,7,2,1,1,,Foreign Affairs,,,,,
103,134,14605,"Bereuter, Douglas K.",2,7,200,1/5/93,1/3/95,0,6,2,1,1,,Foreign Affairs,,,,,
103,134,14863,"Smith, Christopher H.",2,8,200,1/5/93,1/3/95,0,5,2,1,1,,Foreign Affairs,12,4,NJ,,
103,134,15014,"Burton, Dan",2,9,200,1/5/93,1/3/95,0,5,2,1,1,,Foreign Affairs,,,,,
103,134,15109,"Meyers, Jan",2,10,200,1/5/93,1/3/95,0,4,2,1,1,,Foreign Affairs,,,,,
103,134,15413,"Gallegly, Elton",2,11,200,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,15634,"Ros-Lehtinen, Ileana",2,12,200,1/5/93,1/3/95,0,3,2,1,1,,Foreign Affairs,,,,,
103,134,15402,"Ballenger, Cass",2,13,200,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,15621,"Rohrabacher, Dana",2,14,200,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29376,"Levy, David A.",2,15,200,1/5/93,1/3/95,0,1,2,1,0,,Foreign Affairs,,,,,
103,134,29349,"Manzullo, Donald",2,16,200,1/5/93,1/3/95,0,1,3,1,1,,Foreign Affairs,,,,,
103,134,29336,"Diaz-Balart, Lincoln",2,17,200,1/5/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,134,29321,"Royce, Ed",2,18,200,1/5/93,1/3/95,0,1,2,1,1,,Foreign Affairs,,,,,
103,134,29348,"Gutierrez, Luis V.",4,27,100,11/10/93,1/3/95,0,1,2,1,2,,Foreign Affairs,,,,,
103,138,10713,"Conyers, John, Jr.",1,1,100,1/5/93,1/3/95,11,12,2,1,2,,Government Operations,,,,,
103,138,14068,"Collins, Cardiss",1,2,100,1/5/93,1/3/95,0,11,2,1,1,,Government Operations,,,,,
103,138,14219,"English, Glenn L.",1,3,100,1/5/93,1/7/94,0,10,2,8,0,,Government Operations,,,,,
103,138,14280,"Waxman, Henry A.",1,4,100,1/5/93,1/3/95,0,9,2,1,1,,Government Operations,,,,,
103,138,14667,"Synar, Michael L.",1,5,100,1/5/93,1/3/95,0,8,2,1,0,,Government Operations,,,,,
103,138,14262,"Neal, Stephen L.",1,6,100,1/5/93,1/3/95,0,7,2,1,0,,Government Operations,,,,,
103,138,14837,"Lantos, Tom",1,7,100,1/5/93,1/3/95,0,7,2,1,1,,Government Operations,,,,,
103,138,15050,"Owens, Major R.",1,8,100,1/5/93,1/3/95,0,6,2,1,1,,Government Operations,,,,,
103,138,15072,"Towns, Edolphus",1,9,100,1/5/93,1/3/95,0,6,2,1,1,,Government Operations,,,,,
103,138,15635,"Condit, Gary",1,10,100,1/5/93,1/3/95,0,3,2,1,1,,Government Operations,,,,,
103,138,29330,"Thurman, Karen L.",1,11,100,1/5/93,1/3/95,0,1,2,1,1,,Government Operations,,,,,
103,138,29309,"Woolsey, Lynn",1,12,100,1/5/93,1/3/95,0,1,2,2,2,,Government Operations,,,,"Transferred to Science, Space, and Technology; returns to committee 2/4/1993 with rank 22.",
103,138,29346,"Rush, Bobby L.",1,13,100,1/5/93,1/3/95,0,1,2,1,2,,Government Operations,,,,,
103,138,29379,"Maloney, Carolyn B.",1,14,100,1/5/93,1/3/95,0,1,2,1,1,,Government Operations,,,,,
103,138,39315,"Barrett, Thomas M.",1,15,100,1/5/93,1/3/95,0,1,2,1,1,,Government Operations,,,,,
103,138,15412,"Flake, Floyd H.",1,16,100,2/4/93,1/3/95,0,1,2,1,2,,Government Operations,,,,,
103,138,15418,"Hayes, James A.",1,17,100,2/4/93,1/3/95,0,1,2,1,2,,Government Operations,,,,,
103,138,29145,"Washington, Craig",1,18,100,2/4/93,1/3/95,0,1,2,1,0,,Government Operations,,,,,
103,138,29125,"Collins, Barbara-Rose",1,19,100,2/4/93,1/3/95,0,1,2,1,1,,Government Operations,,,,,
103,138,29328,"Brown, Corrine",1,20,100,2/4/93,1/3/95,0,1,2,1,2,,Government Operations,,,,,
103,138,29398,"Margolies-Mezvinsky, Marjorie",1,21,100,2/4/93,1/3/95,0,1,2,1,0,,Government Operations,,,,,
103,138,14612,"Clinger, William F., Jr.",2,1,200,1/5/93,1/3/95,21,7,2,1,1,,Government Operations,,,,,
103,138,15040,"McCandless, Alfred A.",2,2,200,1/5/93,1/3/95,0,6,2,1,0,,Government Operations,,,,,
103,138,15417,"Hastert, J. Dennis",2,3,200,1/5/93,1/3/95,0,4,3,1,2,,Government Operations,,,,,
103,138,15429,"Kyl, Jon L.",2,4,200,1/5/93,1/3/95,0,4,2,1,0,,Government Operations,,,,,
103,138,15449,"Shays, Christopher",2,5,200,1/5/93,1/3/95,0,4,2,1,1,,Government Operations,,,,,
103,138,15624,"Schiff, Steven H.",2,6,200,1/5/93,1/3/95,0,3,2,1,1,,Government Operations,,,,,
